"TabName","Address","Row","Col","Formula","Value","NumFmt","Bold","Italic","FillRGB"
"Exhibit 3","G16","16","7","","202849640.875","""$""0.0,,""M""","True","False",""
"Exhibit 3","B18","18","2","","EBITDA","General","True","False",""
"Exhibit 3","C18","18","3","C9-C16","-1669012.4889072645","""$""0.0,,""M""","True","False",""
"Exhibit 3","D18","18","4","D9-D16","-3784738.9979774868","""$""0.0,,""M""","True","False",""
"Exhibit 3","E18","18","5","E9-E16","-229993.87379720062","""$""0.0,,""M""","True","False",""
"Exhibit 3","F18","18","6","F9-F16","10371414.601899654","""$""0.0,,""M""","True","False",""
"Exhibit 3","G18","18","7","G9-G16","30231603.84225446","""$""0.0,,""M""","True","False",""
"Exhibit 4","B4","4","2","","Year","General","True","False",""
"Exhibit 4","C4","4","3","","2026","General","True","False",""
"Exhibit 4","D4","4","4","","2027","General","True","False",""
"Exhibit 4","E4","4","5","","2028","General","True","False",""
"Exhibit 4","F4","4","6","","2029","General","True","False",""
"Exhibit 4","G4","4","7","","2030","General","True","False",""
"Exhibit 4","B5","5","2","","Authorized Control Level","General","False","False",""
"Exhibit 4","C5","5","3","'RBC Capital Model'!F75","316522.78951157426","""$""0.0,,""M""","False","False",""
"Exhibit 4","D5","5","4","'RBC Capital Model'!K75","1894822.7675669587","""$""0.0,,""M""","False","False",""
"Exhibit 4","E5","5","5","'RBC Capital Model'!P75","4308340.4003261635","""$""0.0,,""M""","False","False",""
"Exhibit 4","F5","5","6","'RBC Capital Model'!U75","8870820.4287107997","""$""0.0,,""M""","False","False",""
"Exhibit 4","G5","5","7","'RBC Capital Model'!Z75","18597853.288178112","""$""0.0,,""M""","False","False",""
"Exhibit 4","B6","6","2","","Required Capital at Target Ratio","General","False","False",""
"Exhibit 4","C6","6","3","'RBC Capital Model'!F79","949568.36853472283","""$""0.0,,""M""","False","False",""
"Exhibit 4","D6","6","4","'RBC Capital Model'!K79","5684468.3027008763","""$""0.0,,""M""","False","False",""
"Exhibit 4","E6","6","5","'RBC Capital Model'!P79","12925021.200978491","""$""0.0,,""M""","False","False",""
"Exhibit 4","F6","6","6","'RBC Capital Model'!U79","26612461.286132399","""$""0.0,,""M""","False","False",""
"Exhibit 4","G6","6","7","'RBC Capital Model'!Z79","55793559.864534333","""$""0.0,,""M""","False","False",""
"Exhibit 4","B7","7","2","","Capital","General","False","False",""
"Exhibit 4","C7","7","3","'RBC Capital Model'!F76","18330987.511092737","""$""0.0,,""M""","False","False",""
"Exhibit 4","D7","7","4","'RBC Capital Model'!K76","14546248.51311525","""$""0.0,,""M""","False","False",""
"Exhibit 4","E7","7","5","'RBC Capital Model'!P76","64098425.438396201","""$""0.0,,""M""","False","False",""
"Exhibit 4","F7","7","6","'RBC Capital Model'!U76","72291842.973896936","""$""0.0,,""M""","False","False",""
"Exhibit 4","G7","7","7","'RBC Capital Model'!Z76","96174810.00927794","""$""0.0,,""M""","False","False",""
"Exhibit 4","B8","8","2","","RBC Ratio","General","True","False",""
"Exhibit 4","C8","8","3","C7/C5","57.913641982554402","0%","True","False",""
"Exhibit 4","D8","8","4","D7/D5","7.676838574086438","0%","True","False",""
"Exhibit 4","E8","8","5","","14.877753260523152","0%","True","False",""
"Exhibit 4","F8","8","6","","8.1493976295497106","0%","True","False",""
"Exhibit 4","G8","8","7","","5.1712855521025265","0%","True","False",""
"Exhibit 4","B9","9","2","","Capital Surplus ($)","General","True","False",""
"Exhibit 4","C9","9","3","C7-C6","17381419.142558016","""$""0.0,,""M""","True","False",""
"Exhibit 4","D9","9","4","D7-D6","8861780.2104143724","""$""0.0,,""M""","True","False",""
"Exhibit 4","E9","9","5","","51173404.237417713","""$""0.0,,""M""","True","False",""
"Exhibit 4","F9","9","6","","45679381.68776454","""$""0.0,,""M""","True","False",""
"Exhibit 4","G9","9","7","","40381250.144743606","""$""0.0,,""M""","True","False",""
"Exhibit 4","B10","10","2","","Capital Surplus (%)","General","True","False",""
"Exhibit 4","C10","10","3","C9/C7","0.94819873354012685","0%","True","False",""
"Exhibit 4","D10","10","4","D9/D7","0.60921413534385704","0%","True","False",""
"Exhibit 4","E10","10","5","","0.79835665053269544","0%","True","False",""
"Exhibit 4","F10","10","6","","0.63187463216643136","0%","True","False",""
"Exhibit 4","G10","10","7","","0.41987345897380035","0%","True","False",""
"Exhibit 4","B12","12","2","","R0: Affiliate / Subsidiary Risk","General","False","False",""
"Exhibit 4","C12","12","3","'RBC Capital Model'!F65","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","D12","12","4","'RBC Capital Model'!K65","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","E12","12","5","'RBC Capital Model'!P65","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","F12","12","6","'RBC Capital Model'!U65","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","G12","12","7","'RBC Capital Model'!Z65","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","B13","13","2","","R1: Fixed Income Asset Risk","General","False","False",""
"Exhibit 4","C13","13","3","'RBC Capital Model'!F66","55059.203420653474","""$""0.0,,""M""","False","False",""
"Exhibit 4","D13","13","4","'RBC Capital Model'!K66","44757.186890372097","""$""0.0,,""M""","False","False",""
"Exhibit 4","E13","13","5","'RBC Capital Model'!P66","201175.84007557575","""$""0.0,,""M""","False","False",""
"Exhibit 4","F13","13","6","'RBC Capital Model'!U66","267259.09967508045","""$""0.0,,""M""","False","False",""
"Exhibit 4","G13","13","7","'RBC Capital Model'!Z66","470485.02282247331","""$""0.0,,""M""","False","False",""
"Exhibit 4","B14","14","2","","R2: Equity Asset Risk","General","False","False",""
"Exhibit 4","C14","14","3","'RBC Capital Model'!F67","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","D14","14","4","'RBC Capital Model'!K67","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","E14","14","5","'RBC Capital Model'!P67","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","F14","14","6","'RBC Capital Model'!U67","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","G14","14","7","'RBC Capital Model'!Z67","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","B15","15","2","","R3: Credit Risk (Reinsurance)","General","False","False",""
"Exhibit 4","C15","15","3","'RBC Capital Model'!F68","627225.11731566826","""$""0.0,,""M""","False","False",""
"Exhibit 4","D15","15","4","'RBC Capital Model'!K68","3773445.2632048535","""$""0.0,,""M""","False","False",""
"Exhibit 4","E15","15","5","'RBC Capital Model'!P68","8364348.3499908969","""$""0.0,,""M""","False","False",""
"Exhibit 4","F15","15","6","'RBC Capital Model'!U68","14881768.57232279","""$""0.0,,""M""","False","False",""
"Exhibit 4","G15","15","7","'RBC Capital Model'!Z68","22819552.951196685","""$""0.0,,""M""","False","False",""
"Exhibit 4","B16","16","2","","R4: UW Risk - Reserves","General","False","False",""
"Exhibit 4","C16","16","3","'RBC Capital Model'!F69","5265.7972616017914","""$""0.0,,""M""","False","False",""
"Exhibit 4","D16","16","4","'RBC Capital Model'!K69","52491.455960798325","""$""0.0,,""M""","False","False",""
"Exhibit 4","E16","16","5","'RBC Capital Model'!P69","338699.82246997743","""$""0.0,,""M""","False","False",""
"Exhibit 4","F16","16","6","'RBC Capital Model'!U69","1768593.6231867461","""$""0.0,,""M""","False","False",""
"Exhibit 4","G16","16","7","'RBC Capital Model'!Z69","6716640.8426220929","""$""0.0,,""M""","False","False",""
"Exhibit 4","B17","17","2","","R5: UW Risk - Premium","General","False","False",""
"Exhibit 4","C17","17","3","'RBC Capital Model'!F70","65391.993600000016","""$""0.0,,""M""","False","False",""
"Exhibit 4","D17","17","4","'RBC Capital Model'!K70","343169.88333777484","""$""0.0,,""M""","False","False",""
"Exhibit 4","E17","17","5","'RBC Capital Model'!P70","2032160.2820554492","""$""0.0,,""M""","False","False",""
"Exhibit 4","F17","17","6","'RBC Capital Model'!U70","9492072.1469667088","""$""0.0,,""M""","False","False",""
"Exhibit 4","G17","17","7","'RBC Capital Model'!Z70","28591151.960990317","""$""0.0,,""M""","False","False",""
"Exhibit 4","B18","18","2","","Rcat: Catastrophe Risk","General","False","False",""
"Exhibit 4","C18","18","3","'RBC Capital Model'!F71","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","D18","18","4","'RBC Capital Model'!K71","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","E18","18","5","'RBC Capital Model'!P71","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","F18","18","6","'RBC Capital Model'!U71","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","G18","18","7","'RBC Capital Model'!Z71","0","""$""0.0,,""M""","False","False",""
"Exhibit 4","B19","19","2","","(1) RBC After Covariance","General","True","False",""
"Exhibit 4","C19","19","3","'RBC Capital Model'!F74","633045.57902314852","""$""0.0,,""M""","True","False",""
"Exhibit 4","D19","19","4","'RBC Capital Model'!K74","3789645.5351339174","""$""0.0,,""M""","True","False",""
"Exhibit 4","E19","19","5","'RBC Capital Model'!P74","8616680.800652327","""$""0.0,,""M""","True","False",""
"Exhibit 4","F19","19","6","'RBC Capital Model'!U74","17741640.857421599","""$""0.0,,""M""","True","False",""
"Exhibit 4","G19","19","7","'RBC Capital Model'!Z74","37195706.576356225","""$""0.0,,""M""","True","False",""
"Exhibit 4","B20","20","2","","(2) ACL = (1) * 50%","General","True","False",""
"Exhibit 4","C20","20","3","C19*0.5","316522.78951157426","""$""0.0,,""M""","True","False",""
"Exhibit 4","D20","20","4","D19*0.5","1894822.7675669587","""$""0.0,,""M""","True","False",""
"Exhibit 4","E20","20","5","","4308340.4003261635","""$""0.0,,""M""","True","False",""
"Exhibit 4","F20","20","6","","8870820.4287107997","""$""0.0,,""M""","True","False",""
"Exhibit 4","G20","20","7","","18597853.288178112","""$""0.0,,""M""","True","False",""
"Exhibit 4","B21","21","2","","(3) = Required Capital = (2) * 300%","General","True","False",""
"Exhibit 4","C21","21","3","C20*3","949568.36853472283","""$""0.0,,""M""","True","False",""
"Exhibit 4","D21","21","4","","5684468.3027008763","""$""0.0,,""M""","True","False",""
"Exhibit 4","E21","21","5","","12925021.200978491","""$""0.0,,""M""","True","False",""
"Exhibit 4","F21","21","6","","26612461.286132399","""$""0.0,,""M""","True","False",""
"Exhibit 4","G21","21","7","G20*3","55793559.864534333","""$""0.0,,""M""","True","False",""
