"TabName","AssumptionID","Address","Section","DataType","DefaultValue","Description"
"UW Inputs","UWIN_S4P9_COMM3","$L$73","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P9_FEE3","$M$73","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S4P9_CEDE4","$N$73","UW Inputs","Pct","0.9",""
"UW Inputs","UWIN_S4P9_COMM4","$O$73","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P9_FEE4","$P$73","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S4P9_CEDE5","$Q$73","UW Inputs","Pct","0.9",""
"UW Inputs","UWIN_S4P9_COMM5","$R$73","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P9_FEE5","$S$73","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S5P9_CAT1","$E$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_OTH1","$J$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_CAT2","$F$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_OTH2","$K$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_CAT3","$G$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_OTH3","$L$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_CAT4","$H$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_OTH4","$M$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_CAT5","$I$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P9_OTH5","$N$86","UW Inputs","Number","0",""
"UW Inputs","UWIN_S1P10_BU","$B$15","UW Inputs","Text","West",""
"UW Inputs","UWIN_S1P10_NAME","$C$15","UW Inputs","Text","Heavy CAT",""
"UW Inputs","UWIN_S1P10_TERM","$D$15","UW Inputs","Number","12",""
"UW Inputs","UWIN_S1P10_GWP1","$E$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP2","$F$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP3","$G$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP4","$H$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP5","$I$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP6","$J$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP7","$K$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP8","$L$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP9","$M$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP10","$N$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP11","$O$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP12","$P$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP13","$Q$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP14","$R$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP15","$S$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP16","$T$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP17","$U$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP18","$V$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP19","$W$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GWP20","$X$15","UW Inputs","Number","1000000",""
"UW Inputs","UWIN_S1P10_GROW","$Y$15","UW Inputs","Pct","0",""
"UW Inputs","UWIN_S2P10_COMM1","$E$28","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S2P10_COMM2","$F$28","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S2P10_COMM3","$G$28","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S2P10_COMM4","$H$28","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S2P10_COMM5","$I$28","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S3P10A_PAT","$D$59","UW Inputs","Text","Casualty",""
"UW Inputs","UWIN_S3P10A_LD","$E$59","UW Inputs","Number","50",""
"UW Inputs","UWIN_S3P10A_CD","$F$59","UW Inputs","Number","50",""
"UW Inputs","UWIN_S3P10A_ELR1","$G$59","UW Inputs","Pct","0.55",""
"UW Inputs","UWIN_S3P10A_ELR2","$H$59","UW Inputs","Pct","0.55",""
"UW Inputs","UWIN_S3P10A_ELR3","$I$59","UW Inputs","Pct","0.55",""
"UW Inputs","UWIN_S3P10A_ELR4","$J$59","UW Inputs","Pct","0.55",""
"UW Inputs","UWIN_S3P10A_SEV","$K$59","UW Inputs","Number","50000",""
"UW Inputs","UWIN_S3P10S_PAT","$D$60","UW Inputs","Text","Casualty",""
"UW Inputs","UWIN_S3P10S_LD","$E$60","UW Inputs","Number","50",""
"UW Inputs","UWIN_S3P10S_CD","$F$60","UW Inputs","Number","50",""
"UW Inputs","UWIN_S3P10S_ELR1","$G$60","UW Inputs","Pct","0.1",""
"UW Inputs","UWIN_S3P10S_ELR2","$H$60","UW Inputs","Pct","0.1",""
"UW Inputs","UWIN_S3P10S_ELR3","$I$60","UW Inputs","Pct","0.1",""
"UW Inputs","UWIN_S3P10S_ELR4","$J$60","UW Inputs","Pct","0.1",""
"UW Inputs","UWIN_S3P10S_SEV","$K$60","UW Inputs","Number","150000",""
"UW Inputs","UWIN_S3P10C_PAT","$D$61","UW Inputs","Text","Property",""
"UW Inputs","UWIN_S3P10C_LD","$E$61","UW Inputs","Number","50",""
"UW Inputs","UWIN_S3P10C_CD","$F$61","UW Inputs","Number","50",""
"UW Inputs","UWIN_S3P10C_ELR1","$G$61","UW Inputs","Pct","0.15",""
"UW Inputs","UWIN_S3P10C_ELR2","$H$61","UW Inputs","Pct","0.15",""
"UW Inputs","UWIN_S3P10C_ELR3","$I$61","UW Inputs","Pct","0.15",""
"UW Inputs","UWIN_S3P10C_ELR4","$J$61","UW Inputs","Pct","0.15",""
"UW Inputs","UWIN_S3P10C_SEV","$K$61","UW Inputs","Number","100000",""
"UW Inputs","UWIN_S4P10_CEDE1","$E$74","UW Inputs","Pct","0.9",""
"UW Inputs","UWIN_S4P10_COMM1","$F$74","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P10_FEE1","$G$74","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S4P10_CEDE2","$H$74","UW Inputs","Pct","0.9",""
"UW Inputs","UWIN_S4P10_COMM2","$I$74","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P10_FEE2","$J$74","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S4P10_CEDE3","$K$74","UW Inputs","Pct","0.9",""
"UW Inputs","UWIN_S4P10_COMM3","$L$74","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P10_FEE3","$M$74","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S4P10_CEDE4","$N$74","UW Inputs","Pct","0.9",""
"UW Inputs","UWIN_S4P10_COMM4","$O$74","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P10_FEE4","$P$74","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S4P10_CEDE5","$Q$74","UW Inputs","Pct","0.9",""
"UW Inputs","UWIN_S4P10_COMM5","$R$74","UW Inputs","Pct","0.25",""
"UW Inputs","UWIN_S4P10_FEE5","$S$74","UW Inputs","Pct","0.05",""
"UW Inputs","UWIN_S5P10_CAT1","$E$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_OTH1","$J$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_CAT2","$F$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_OTH2","$K$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_CAT3","$G$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_OTH3","$L$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_CAT4","$H$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_OTH4","$M$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_CAT5","$I$87","UW Inputs","Number","0",""
"UW Inputs","UWIN_S5P10_OTH5","$N$87","UW Inputs","Number","0",""
"Investments","INV_GOV_ALLOC","$C$6","Investments","Pct","0.40",""
"Investments","INV_GOV_YIELD","$D$6","Investments","Pct","0.035",""
"Investments","INV_GOV_DUR","$E$6","Investments","Text","4.0",""
"Investments","INV_GOV_QUAL","$F$6","Investments","Text","AAA",""
"Investments","INV_CORP_ALLOC","$C$7","Investments","Pct","0.25",""
"Investments","INV_CORP_YIELD","$D$7","Investments","Pct","0.045",""
"Investments","INV_CORP_DUR","$E$7","Investments","Text","3.5",""
"Investments","INV_CORP_QUAL","$F$7","Investments","Text","A",""
"Investments","INV_MUNI_ALLOC","$C$8","Investments","Pct","0.05",""
"Investments","INV_MUNI_YIELD","$D$8","Investments","Pct","0.030",""
"Investments","INV_MUNI_DUR","$E$8","Investments","Text","5.0",""
"Investments","INV_MUNI_QUAL","$F$8","Investments","Text","AA",""
"Investments","INV_CASH_ALLOC","$C$9","Investments","Pct","0.20",""
"Investments","INV_CASH_YIELD","$D$9","Investments","Pct","0.020",""
"Investments","INV_CASH_DUR","$E$9","Investments","Text","0.1",""
"Investments","INV_CASH_QUAL","$F$9","Investments","Text","AAA",""
"Investments","INV_EQ_ALLOC","$C$10","Investments","Pct","0.05",""
"Investments","INV_EQ_YIELD","$D$10","Investments","Pct","0.060",""
"Investments","INV_EQ_DUR","$E$10","Investments","Text","0",""
"Investments","INV_ALT_ALLOC","$C$11","Investments","Pct","0.05",""
"Investments","INV_ALT_YIELD","$D$11","Investments","Pct","0.070",""
"Investments","INV_ALT_DUR","$E$11","Investments","Text","0",""
"Investments","INV_FLOOR","$C$21","Investments","Number","500000",""
"Investments","INV_MGMT_FEE_BPS","$C$32","Investments","Pct","0.0025",""
"Capital Activity","CAP_EQ_DESC","$B$5","Capital Activity","Text","Equity Raise",""
"Capital Activity","CAP_EQ_AMT","$C$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$D$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$E$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$F$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$G$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$H$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$I$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$J$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$K$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$L$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$M$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$N$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$O$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$P$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$Q$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$R$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$S$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$T$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$U$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$V$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$W$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$X$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$Y$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$Z$6","Capital Activity","Number","0",""
"Capital Activity","CAP_EQ_AMT","$AA$6","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DESC","$B$10","Capital Activity","Text","Surplus Note",""
"Capital Activity","CAP_SN_DRAW","$C$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$D$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$E$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$F$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$G$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$H$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$I$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$J$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$K$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$L$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$M$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$N$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$O$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$P$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$Q$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$R$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$S$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$T$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$U$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$V$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$W$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$X$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$Y$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$Z$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_DRAW","$AA$11","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$C$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$D$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$E$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$F$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$G$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$H$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$I$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$J$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$K$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$L$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$M$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$N$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$O$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$P$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$Q$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$R$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$S$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$T$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$U$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$V$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$W$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$X$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$Y$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$Z$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_REPAY","$AA$12","Capital Activity","Number","0",""
"Capital Activity","CAP_SN_RATE","$C$14","Capital Activity","Pct","0.06",""
"Capital Activity","CAP_OD_DESC","$B$18","Capital Activity","Text","Other Debt",""
"Capital Activity","CAP_OD_DRAW","$C$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$D$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$E$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$F$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$G$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$H$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$I$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$J$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$K$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$L$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$M$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$N$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$O$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$P$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$Q$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$R$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$S$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$T$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$U$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$V$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$W$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$X$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$Y$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$Z$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_DRAW","$AA$19","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$C$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$D$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$E$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$F$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$G$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$H$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$I$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$J$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$K$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$L$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$M$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$N$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$O$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$P$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$Q$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$R$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$S$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$T$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$U$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$V$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$W$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$X$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$Y$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$Z$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_REPAY","$AA$20","Capital Activity","Number","0",""
"Capital Activity","CAP_OD_RATE","$C$22","Capital Activity","Pct","0.08",""
"Income Statement","IS_OTHINC","$C$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$D$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$E$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$F$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$G$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$H$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$I$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$J$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$K$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$L$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$M$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$N$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$O$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$P$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$Q$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$R$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$S$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$T$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$U$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$V$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$W$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$X$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$Y$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$Z$18","Income Statement","Number","0",""
"Income Statement","IS_OTHINC","$AA$18","Income Statement","Number","0",""
"RBC Capital Model","RBC_TARGET","$C$5","RBC Capital Model","Number","3.000",""
"RBC Capital Model","RBC_RCAT_INPUT","$C$6","RBC Capital Model","Number","0",""
"RBC Capital Model","RBC_DISC","$C$7","RBC Capital Model","Number","0",""
"RBC Capital Model","RBC_LOB_SPLIAB","$C$12","RBC Capital Model","Text","0.401",""
"RBC Capital Model","RBC_LOB_SPLIAB","$D$12","RBC Capital Model","Text","0.995","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_SPLIAB","$E$12","RBC Capital Model","Text","0.884",""
"RBC Capital Model","RBC_LOB_SPLIAB","$G$12","RBC Capital Model","Text","0.894",""
"RBC Capital Model","RBC_LOB_SPLIAB","$H$12","RBC Capital Model","Text","0.565","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_SPLIAB","$I$12","RBC Capital Model","Text","0.863",""
"RBC Capital Model","RBC_LOB_SPPROP","$C$13","RBC Capital Model","Text","0.272",""
"RBC Capital Model","RBC_LOB_SPPROP","$D$13","RBC Capital Model","Text","0.985","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_SPPROP","$E$13","RBC Capital Model","Text","0.954",""
"RBC Capital Model","RBC_LOB_SPPROP","$G$13","RBC Capital Model","Text","0.795",""
"RBC Capital Model","RBC_LOB_SPPROP","$H$13","RBC Capital Model","Text","0.552","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_SPPROP","$I$13","RBC Capital Model","Text","0.922",""
"RBC Capital Model","RBC_LOB_FIDSUR","$C$14","RBC Capital Model","Text","0.586",""
"RBC Capital Model","RBC_LOB_FIDSUR","$D$14","RBC Capital Model","Text","0.875","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_FIDSUR","$E$14","RBC Capital Model","Text","0.908",""
"RBC Capital Model","RBC_LOB_FIDSUR","$G$14","RBC Capital Model","Text","0.657",""
"RBC Capital Model","RBC_LOB_FIDSUR","$H$14","RBC Capital Model","Text","0.374","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_FIDSUR","$I$14","RBC Capital Model","Text","0.837",""
"RBC Capital Model","RBC_LOB_HOMEOWN","$C$15","RBC Capital Model","Text","0.226",""
"RBC Capital Model","RBC_LOB_HOMEOWN","$D$15","RBC Capital Model","Text","0.997","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_HOMEOWN","$E$15","RBC Capital Model","Text","0.951",""
"RBC Capital Model","RBC_LOB_HOMEOWN","$G$15","RBC Capital Model","Text","0.930",""
"RBC Capital Model","RBC_LOB_HOMEOWN","$H$15","RBC Capital Model","Text","0.700","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_HOMEOWN","$I$15","RBC Capital Model","Text","0.966",""
"RBC Capital Model","RBC_LOB_OTHLOCC","$C$16","RBC Capital Model","Text","0.496",""
"RBC Capital Model","RBC_LOB_OTHLOCC","$D$16","RBC Capital Model","Text","0.995","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_OTHLOCC","$E$16","RBC Capital Model","Text","0.864",""
"RBC Capital Model","RBC_LOB_OTHLOCC","$G$16","RBC Capital Model","Text","0.993",""
"RBC Capital Model","RBC_LOB_OTHLOCC","$H$16","RBC Capital Model","Text","0.664","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_OTHLOCC","$I$16","RBC Capital Model","Text","0.924",""
"RBC Capital Model","RBC_LOB_OTHLCM","$C$17","RBC Capital Model","Text","0.496",""
"RBC Capital Model","RBC_LOB_OTHLCM","$D$17","RBC Capital Model","Text","0.995","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_OTHLCM","$E$17","RBC Capital Model","Text","0.864",""
"RBC Capital Model","RBC_LOB_OTHLCM","$G$17","RBC Capital Model","Text","0.993",""
"RBC Capital Model","RBC_LOB_OTHLCM","$H$17","RBC Capital Model","Text","0.664","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_OTHLCM","$I$17","RBC Capital Model","Text","0.924",""
"RBC Capital Model","RBC_LOB_CMP","$C$18","RBC Capital Model","Text","0.475",""
"RBC Capital Model","RBC_LOB_CMP","$D$18","RBC Capital Model","Text","1.018","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_CMP","$E$18","RBC Capital Model","Text","0.898",""
"RBC Capital Model","RBC_LOB_CMP","$G$18","RBC Capital Model","Text","0.873",""
"RBC Capital Model","RBC_LOB_CMP","$H$18","RBC Capital Model","Text","0.683","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_CMP","$I$18","RBC Capital Model","Text","0.833",""
"RBC Capital Model","RBC_LOB_CAL","$C$19","RBC Capital Model","Text","0.360",""
"RBC Capital Model","RBC_LOB_CAL","$D$19","RBC Capital Model","Text","1.110","NAIC industry dev ratio; used by company-experience blending (not yet wired)."
"RBC Capital Model","RBC_LOB_CAL","$E$19","RBC Capital Model","Text","0.926",""
"RBC Capital Model","RBC_LOB_CAL","$G$19","RBC Capital Model","Text","1.014",""
"RBC Capital Model","RBC_LOB_CAL","$H$19","RBC Capital Model","Text","0.792","NAIC industry LLAE ratio; used by company blending (not yet wired)."
"RBC Capital Model","RBC_LOB_CAL","$I$19","RBC Capital Model","Text","0.937",""
"RBC Capital Model","RBC_LOB_PLOCC","$C$20","RBC Capital Model","Text","1.226",""
